Land-River Segment,FIPS,County,Tributary Basin,Major Basin,Source Sector,"Total Sediment, 1985 (T)","Total Sediment, 2007 (T)","Total Sediment, 2009 (T)","Total Sediment, 2010 (T)","Total Sediment, 2011 (T)","Total Sediment, 2012 (T)","Total Sediment, 2013 (T)","Total Sediment, 2014 (T)","Total Sediment, 2015 (T)","Total Sediment, 2016 (T)","Total Sediment Target, 2017 (T)","Total Sediment Target, 2025 (T)"
A24029EU0_3361_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3362_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,2070130.732,1786625.828,1653211.691,1740763.041,1492675.499,1383831.371,1343972.358,1512755.075,1471686.602,1336290.958,,
A24029EU0_3362_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,44773.43701,42177.82983,41708.11231,43190.85914,43719.06836,44970.33399,46166.86231,42421.94848,41827.84473,44592.16992,,
A24029EU0_3362_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3362_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3362_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,217229.4799,226337.6273,218478.1807,224508.1216,220185.6934,222115.9038,201516.9022,210028.4274,253589.7617,232498.1172,,
A24029EU0_3362_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,91.35044861,2263.095947,2278.350098,2278.350098,2278.350098,2286.02002,2286.02002,2286.02002,2286.02002,,
A24029EU0_3363_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,2464189.337,2126994.241,1968232.635,2072345.122,1775182.32,1647571.544,1599714.492,1794463.131,1751250.858,1590192.016,,
A24031PM7_4580_4820,24031,"MONTGOMERY, MD",Middle Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3363_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,94984.31348,90417.08691,88766.40723,91737.55079,92490.75147,94980.28711,92947.39356,86765.02197,85698.65674,91218.28906,,
A24029EU0_3363_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3363_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3363_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,124368.3347,140469.7393,129053.3563,136288.5664,134465.7974,136996.4243,137216.1318,145605.1138,190331.8984,167711.8906,,
A24029EU0_3363_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,2590.854004,853.1314087,1216.375794,1136.276794,1332.364807,1037.962708,1005.65802,862.649292,1034.145996,3248.680908,,
A24029EU0_3570_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,3416077.718,2943880.549,2722969.387,2869073.869,2454936.009,2278470.295,2219144.701,2501939.741,2437606.424,2212472.183,,
A24029EU0_3570_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,119493.7832,110624.6104,108424.3769,112071.2627,112893.6787,115819.1386,114779.4717,106543.4248,104299.8398,111093.9766,,
A24029EU0_3570_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3570_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3570_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,193785.2823,227559.1781,216931.7295,218174.2356,219125.8338,224250.7673,215201.8078,227865.5711,348018.7922,288729.3352,,
A24029EU0_3570_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,2560.373047,2560.373047,2560.373047,2560.373047,2560.373047,0,0,0,0,,
A24029EU0_3571_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,2317214.38,1997647.198,1843459.408,1942380.042,1662359.169,1543438.883,1502124.418,1694925.992,1648615.083,1496504.984,,
A24029EU0_3571_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,83489.13867,73790.77881,72138.1377,74362.60987,74799.46045,76624.13819,81478.38769,75881.35401,73584.47266,78519.26172,,
A24029EU0_3571_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3571_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3571_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,134200.0947,182099.9395,166144.6953,179287.7666,174589.0791,179293.4004,145092.4585,152552.7451,343813.3672,248976.6172,,
A24029EU0_3571_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,2250.625,2281.384033,2281.384033,2281.384033,2281.384033,118.7372971,118.7372971,118.7372971,118.7372971,,
A24029EU0_3572_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,967036.7372,834081.5532,771668.0132,812759.1089,695851.0247,645834.3609,627983.4389,707840.2091,688562.1714,625110.8794,,
A24029EU0_3572_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,19075.30737,18459.67041,18235.36865,18911.33814,19114.16236,19694.66724,17488.04089,15451.92468,14884.57788,15890.19385,,
A24029EU0_3572_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3572_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3572_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,28337.91834,35047.88611,33602.79925,35121.50976,34650.21912,35454.34436,45353.04444,49066.63989,78970.32813,63576.0791,,
A24029EU0_3572_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3573_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,2092256.484,1804464.534,1669408.934,1758364.322,1505363.482,1397154.034,1358726.201,1531762.079,1490023.58,1352689.13,,
A24029EU0_3573_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,61747.90429,58986.81445,58022.89746,60094.84033,60711.87158,62384.26074,62663.83154,58149.41797,58140.16992,61918.68164,,
A24029EU0_3573_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3573_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24031PM7_4580_4820,24031,"MONTGOMERY, MD",Middle Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3573_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,95031.77231,109559.0468,103992.6755,107100.1284,101472.7411,107043.5249,96083.76954,100823.6133,105176.1426,103201.9556,,
A24029EU0_3573_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,4343.490234,509.1503859,583.5816908,3358.190002,3760.246216,3264.661392,3239.776505,4212.514161,3176.788696,307.1626844,,
A24029EU0_3700_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,873338.8472,753601.1351,697294.7681,734281.5023,628900.6612,583652.7484,567025.7226,638492.3727,621142.8173,563968.2892,,
A24029EU0_3700_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,40400.1831,33000.78589,32538.16016,33499.37085,33743.5542,34488.94995,34935.53663,31734.94849,31719.95313,33736.55322,,
A24029EU0_3700_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3700_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3700_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,241724.2332,242664.1282,224053.3503,232577.6938,228183.1559,232491.2584,215777.4991,230434.4082,232945.0161,233576.7298,,
A24029EU0_3700_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,342.9071045,342.9071045,342.9071045,342.9071045,342.9071045,9.098468781,9.098468781,9.098468781,9.098468781,,
A24029EU0_3720_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,3091206.675,2665192.718,2465513.348,2597243.674,2225408.503,2063275.643,2007703.023,2264944.407,2203131.13,1999907.907,,
A24029EU0_3720_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,40144.73047,46641.50195,47064.22583,49342.14258,50460.27685,52463.50635,50692.2627,44962.37866,44944.14038,48054.86035,,
A24029EU0_3720_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3720_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3720_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,59527.80115,52906.10156,50419.07031,50417.71192,49863.77051,50449.19141,54442.63745,57696.40637,69289.64844,62972.5498,,
A24029EU0_3720_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3724_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,4304294.885,3712733.84,3434976.882,3617794.388,3097653.825,2874878.64,2795082.067,3150083.139,3064312.455,2781978.112,,
A24029EU0_3724_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,42532.69775,49901.60742,50915.98243,53627.23242,55078.02588,57439.01075,55629.90967,48239.89991,48032.51392,51478.9458,,
A24029EU0_3724_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3724_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,113619.0394,109304.9494,106791.4291,104837.433,103531.3117,107659.6326,102473.4577,108968.9175,156675.9807,133719.5454,,
A24029EU0_3724_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,8616.645996,9986.38623,9143.176758,7581.191894,7813.065918,4222.958893,13825.08218,14400.02307,14064.8515,13947.03259,,
A24029EU0_3725_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,650592.7333,561612.1488,519704.5205,547174.5037,469226.0143,435041.8022,422339.9634,475153.9118,462268.2685,419763.798,,
A24029EU0_3725_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,11532.0708,8296.003845,8161.435913,8335.69336,8416.78949,8543.627136,7587.743409,5744.283417,2699.434753,3365.775879,,
A24029EU0_3725_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3725_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_3725_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,123411.8401,133853.2267,128029.5223,134789.771,129717.6006,134198.2364,134888.5951,145902.4821,344636.4214,245954.9985,,
A24029EU0_3725_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4010_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,2084951.017,1798018.189,1663407.632,1752108.586,1499925.641,1392105.392,1354024.054,1526738.055,1485121.283,1348210.846,,
A24029EU0_4010_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,19289.01245,20919.11035,21340.59851,22439.92895,23022.47534,23972.99902,22212.18848,18351.52967,18277.2832,19645.75757,,
A24029EU0_4010_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4010_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4010_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,74017.41138,80941.95044,77747.67297,79400.56811,78308.63428,79954.73218,83324.93823,88788.88404,91586.25903,89345.41211,,
A24029EU0_4010_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,57476.62891,92285.75,10041.87988,10907.2998,12385.58008,13136.65039,8173.631836,9845.986328,13231.71973,8893.203125,,
A24029EU0_4011_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,2573367.185,2218196.693,2056840.07,2166604.887,1854250.714,1720317.694,1674811.205,1890489.964,1838867.882,1669134.018,,
A24029EU0_4011_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,53559.62696,54313.46338,53708.60743,55776.49024,56457.65626,58181.26318,60289.59668,56104.59278,56130.9165,59770.76563,,
A24029EU0_4011_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4011_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4011_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,96224.8667,93489.93537,89589.93506,90415.77442,89050.80957,90702.65956,73797.17969,76511.73047,77601.5199,77323.74207,,
A24029EU0_4011_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4012_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,703945.1906,606940.905,561472.4696,591468.6403,506300.2478,469871.9382,457199.2512,515757.2792,501683.5073,455409.167,,
A24029EU0_4012_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,20818.75684,21319.552,21013.46008,21794.97448,22041.927,22703.24585,22371.91113,20855.57264,20866.38489,22215.47119,,
A24029EU0_4012_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4012_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4012_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,29839.70655,29115.80323,28485.14112,29177.26746,28478.88721,29081.77264,28755.12109,29504.92921,29504.64307,29551.91016,,
A24029EU0_4012_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4013_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,2669845.464,2303022.766,2135883.719,2249143.715,1927972.038,1786759.743,1737079.827,1957595.639,1904340.481,1728896.711,,
A24029EU0_4013_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,82643.94336,79711.62256,78329.36963,81022.16015,81763.62061,83984.32617,82117.9004,76192.23145,74063.20068,78951.34863,,
A24029EU0_4013_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4013_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4013_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,123167.0938,138773.4287,125379.7266,134804.1846,132356.1533,134788.8262,135985.1777,143418.5093,329925.1211,237339.4688,,
A24029EU0_4013_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,3.796103001,4.572094917,4.572094917,4.572094917,4.568965912,4.568965912,4.568965912,4.568965912,,
A24033PL0_5290_0000,24033,"PRINCE GEORGES, MD",Middle Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4014_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,1166886.38,1007291.23,934357.8339,983585.5956,842638.443,781774.1377,758986.3002,853944.3485,830801.4158,754405.3342,,
A24029EU0_4014_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,43724.58008,41656.30152,40821.96949,42222.13477,42541.36963,43618.82324,46463.3794,44069.09302,43147.78247,45938.75977,,
A24029EU0_4014_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4014_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24031XU2_4330_4480,24031,"MONTGOMERY, MD",Patuxent,Patuxent River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4014_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,156406.6955,147849.1948,144645.369,141379.4141,139761.6367,146227.9307,112792.5758,118430.5566,220787.5391,170808.0859,,
A24029EU0_4014_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,2171.745117,2171.745117,2171.745117,2171.745117,2171.745117,9.098468781,9.098468781,9.098468781,9.098468781,,
A24029EU0_4015_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,919233.7878,793002.6273,735470.1332,774441.2652,663213.8233,615264.4516,598058.7739,673851.3854,655531.8127,595150.663,,
A24029EU0_4015_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,47456.22022,44091.24951,42998.58643,44330.93824,44540.50781,45615.93506,45060.02344,42932.17481,42865.74316,45537.84229,,
A24029EU0_4015_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4015_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4015_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,90610.34204,91919.46204,87267.88232,89117.54859,88340.98217,89381.31422,88388.26172,92357.45313,92354.8125,92600.51172,,
A24029EU0_4015_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,108.9793015,3652.360107,3267.392639,3464.85083,3321.352905,3162.241516,493.6791573,920.9857979,396.5462837,304.5688667,,
A24029EU0_4016_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,342846.4967,295767.7495,274309.6963,288841.5493,247361.8842,229474.8192,223061.8354,251328.073,244489.457,221971.2584,,
A24029EU0_4016_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,10344.6427,10268.90723,10070.06946,10420.70538,10511.14337,10803.02258,10946.16394,10305.53015,10179.42065,10828.27209,,
A24029EU0_4016_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4016_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4016_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,5473.304169,6005.06665,5669.056259,5814.97763,5719.134521,5835.293289,5063.410705,5435.100342,15995.45313,10734.54517,,
A24029EU0_4016_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,9.144190788,9.144190788,9.144190788,9.144190788,9.144190788,9.144190788,9.144190788,9.144190788,9.144190788,,
A24029EU0_4120_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,1067689.175,921304.441,854514.9592,899688.4354,770555.2955,714896.5156,694575.0239,782159.3667,760917.6962,690877.405,,
A24029EU0_4120_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,26848.8374,27534.93457,27196.29297,28245.97828,28595.18823,29461.70605,31781.83985,29747.55933,29756.00122,31672.18213,,
A24029EU0_4120_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4120_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4120_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,27826.36566,26995.64593,24842.8916,24842.08594,25081.13556,25053.03027,12170.67554,12564.01611,12564.68311,12598.32617,,
A24029EU0_4120_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4122_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,2010068.121,1734475.161,1608737.266,1693787.483,1452156.694,1345891.892,1307629.911,1472513.674,1432525.586,1300666.171,,
A24029EU0_4122_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,122216.4922,114651.9228,111767.0786,115182.3867,115857.6719,118566.04,114300.1211,108669.0068,108213.1445,114970.3027,,
A24029EU0_4122_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4122_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4122_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,156244.3599,164189.4373,148394.7981,158000.7285,148624.8281,156852.7139,168110.9148,177585.3754,193736.5938,184820.3828,,
A24029EU0_4122_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,273393,4162.845215,4160.704102,7329.651855,10397.28027,2515.906006,1538.359985,4924.598145,3403.888916,3525.128906,,
A24029EU0_4123_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,1110.254381,958.4655623,887.7021972,935.2569121,802.9368287,741.4584126,720.2974946,813.10253,791.5619707,718.411767,,
A24029EU0_4123_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,294.8667755,278.3286552,268.9353103,276.519228,276.9691219,282.9697552,282.8275165,275.4466667,274.8260365,291.1850243,,
A24029EU0_4123_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4123_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4123_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4123_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4125_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,466199.782,402279.791,373116.5515,392843.3692,336799.7279,312153.2737,303281.2691,341522.6733,332248.5166,301667.6916,,
A24029EU0_4125_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,9934.803711,8461.750854,8562.730103,8884.425476,9014.966919,9273.841492,8525.62323,7392.817017,7234.56488,7734.743164,,
A24029EU0_4125_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4125_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24029EU0_4125_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,102451.7623,97924.11273,91966.34697,94240.1543,92166.63514,94228.53332,94880.00391,100251.5381,110789.29,104767.1138,,
A24029EU0_4125_0000,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,10881.58984,0,0,0,0,0,0,0,0,,
A24029EU2_3520_0001,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,5112451.575,4409822.269,4079913.454,4297059.074,3679123.683,3414657.404,3319876.129,3741531.215,3639655.784,3304313.285,,
A24029EU2_3520_0001,24029,"KENT, MD",Upper Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,212094.7852,205786.8691,201102.5967,207696.4863,209103.666,214570.0137,215536.6172,204559.5157,204289.1465,217166.5566,,
